,Artist Name,Track Name,Popularity,danceability,energy,key,loudness,mode,speechiness,acousticness,instrumentalness,liveness,valence,tempo,duration_in min/ms,time_signature,Class;;
16232,Fathomsong,Cypress Castles,45.0,0.536,0.218,9.0,-14.675,0.0,0.0989,0.893,0.88,0.13,0.152,115.952,2.583333333,3.0,7.0
16234,Zeus,Are You Gonna' Waste My Time?,17.0,0.431,0.795,9.0,-5.0,1.0,0.0914,0.00437,3.45e-06,0.0906,0.678,147.961,158945.0,4.0,9.0
16236,Type O Negative,Summer Breeze,48.0,0.365,0.706,9.0,-7.984,1.0,0.0381,0.021,0.792,0.287,0.346,127.937,289240.0,4.0,8.0
16238,Moses Boyd,2 Far Gone - Vocal Mix,41.0,0.415,0.79,1.0,-7.349,1.0,0.0515,0.0192,0.0319,0.132,0.376,123.912,309625.0,4.0,6.0
16239,Sue Foley,The Ice Queen,38.0,0.488,0.408,4.0,-8.373,0.0,0.0432,0.756,0.00125,0.198,0.445,151.196,383133.0,3.0,10.0
16240,Vektor,Activate,35.0,0.552,0.986,1.0,-3.265,0.0,0.176,0.000112,0.888,0.314,0.328,104.032,210288.0,4.0,8.0
16242,BROTHER SUN SISTER MOON,Cactus,35.0,0.489,0.474,5.0,-7.459,0.0,0.0256,0.649,0.803,0.0891,0.201,132.042,352189.0,3.0,6.0
16245,Booker T. & the M.G.'s,Green Onions - 45 Version,59.0,0.788,0.38,10.0,-15.179,1.0,0.0346,0.811,0.906,0.102,0.892,138.205,167385.0,4.0,10.0
16247,Jeff Buckley,Grace,57.0,0.546,0.867,11.0,-4.235,0.0,0.0354,0.0256,0.000229,0.221,0.189,127.988,322040.0,4.0,6.0
16248,Rasco,Cult,13.0,0.224,0.635,9.0,-8.39,1.0,0.0357,0.134,0.865,0.3,0.203,124.688,226881.0,4.0,6.0
16249,Faith No More,Epic,69.0,0.358,0.893,4.0,-7.486,0.0,0.12,0.0222,0.0524,0.126,0.262,174.238,293653.0,4.0,10.0
16252,Wipers,When It's Over,42.0,0.435,0.756,9.0,-4.275,0.0,0.0264,3.24e-05,0.788,0.208,0.346,85.524,394120.0,4.0,1.0
16254,Psychedelic Porn Crumpets,Pukebox,41.0,0.386,0.94,1.0,-5.235,0.0,0.0871,6.8e-05,2.11e-05,0.329,0.378,150.112,188780.0,4.0,1.0
16256,Zack Villere,Sore Throat,40.0,0.48,0.165,8.0,-11.561,1.0,0.0284,0.851,0.00657,0.0917,0.168,78.372,121240.0,4.0,6.0
16259,Mob Rich,Made To Fall,27.0,0.54,0.579,10.0,-8.227,1.0,0.0323,0.0106,1.5e-05,0.0695,0.331,85.484,195854.0,4.0,10.0
16260,Arthur Brown,Fire,46.0,0.439,0.882,5.0,-9.036,0.0,0.087,0.541,0.671,0.793,0.317,138.551,174160.0,4.0,1.0
16261,Michael Schenker Group,Sail the Darkness,45.0,0.544,0.924,11.0,-5.077,0.0,0.0353,0.0251,8.83e-05,0.431,0.74,97.987,217578.0,4.0,10.0
16264,Big Daddy Wilson,Thumb A Ride,36.0,0.727,0.27,4.0,-13.179,0.0,0.0367,0.84,0.124,0.0949,0.742,96.04,173613.0,4.0,2.0
16265,Charlie Parker Quartet,Chi Chi,31.0,0.419,0.58,8.0,-6.566,1.0,0.0525,0.228,0.00353,0.277,0.63,202.668,182867.0,3.0,2.0
16272,Mohammed Rafi,Yeh Reshmi Zulfen,13.0,0.455,0.599,5.0,-6.865,1.0,0.0548,0.942,7.8e-05,0.14,0.683,133.581,5.334666667,4.0,3.0
16274,The Postal Service,Such Great Heights,66.0,0.644,0.808,5.0,-7.268,1.0,0.0513,0.0467,0.187,0.0652,0.175,174.98,266507.0,4.0,10.0
16275,Cypress Hill,How I Could Just Kill a Man,63.0,0.769,0.675,6.0,-13.326,1.0,0.0724,0.000722,0.000149,0.0904,0.803,101.884,252240.0,4.0,5.0
16276,As I Lay Dying,A Greater Foundation,47.0,0.522,0.992,3.0,-3.234,0.0,0.114,0.000585,0.00093,0.665,0.365,124.983,226213.0,4.0,8.0
16277,To The Grave,Miserable Summer,41.0,0.417,0.817,9.0,-7.821,1.0,0.0445,1.16e-05,0.823,0.0918,0.267,137.945,294783.0,4.0,8.0
16278,KID BRUNSWICK,Prescription Kid,53.0,0.529,0.767,1.0,-5.847,1.0,0.0407,0.00069,0.00206,0.37,0.299,87.462,208601.0,4.0,10.0
16279,Mt. Eddy,Metaphor,39.0,0.558,0.921,4.0,-4.409,1.0,0.0639,0.0234,0.00035,0.154,0.357,93.468,211087.0,4.0,10.0
16281,Lucky Peterson,Let The Good Time Party Begin,21.0,0.708,0.667,2.0,-6.45,1.0,0.0686,0.118,1.12e-05,0.119,0.648,121.993,275227.0,4.0,2.0
16282,Squid,Narrator - Edit,36.0,0.526,0.71,2.0,-6.555,0.0,0.0624,0.00136,0.00384,0.638,0.363,135.063,270904.0,4.0,6.0
16284,Jim Reeves,This Is It,46.0,0.417,0.179,2.0,-16.966,1.0,0.0287,0.859,0.156,0.0922,0.431,85.578,3.107333333,4.0,4.0
16285,Daniel Wilson,Killed Ya,23.0,0.602,0.873,1.0,-5.683,0.0,0.0407,0.000361,0.855,0.268,0.867,149.957,155200.0,4.0,6.0
16287,Creedence Clearwater Revival,Born On The Bayou - Live At The Woodstock Music & Art Fair / 1969,43.0,0.433,0.63,9.0,-7.607,1.0,0.0451,0.0101,0.192,0.823,0.749,120.51,333493.0,4.0,10.0
16288,James Blake,Retrograde,65.0,0.533,0.251,7.0,-11.283,0.0,0.0372,0.873,0.104,0.134,0.186,77.503,223600.0,4.0,6.0
16289,Billy F Gibbons,My Lucky Card,39.0,0.527,0.896,7.0,-4.552,1.0,0.0346,0.00772,0.000245,0.587,0.547,88.064,153760.0,4.0,10.0
16292,This Is The Kit,Coming to Get You Nowhere,49.0,0.688,0.523,7.0,-10.659,1.0,0.0401,0.898,0.375,0.127,0.864,94.89,200480.0,4.0,6.0
16293,Temple Balls,Thunder from the North,37.0,0.44,0.988,8.0,-3.46,0.0,0.0482,1.52e-05,0.389,0.0757,0.664,166.041,220392.0,4.0,8.0
16294,Mukesh,O Janewale Ho Sake To Laut Ke Aana,15.0,0.284,0.3,5.0,-13.927,1.0,0.032,0.957,0.0564,0.151,0.482,88.331,3.262,3.0,3.0
16295,Wilderado,Surefire,62.0,0.675,0.688,11.0,-5.116,1.0,0.0323,0.00062,2.07e-06,0.118,0.318,126.032,240252.0,4.0,10.0
16298,Perrosky,Gris,15.0,0.515,0.816,7.0,-6.152,1.0,0.037,0.0471,0.0353,0.0758,0.753,98.568,185640.0,3.0,2.0
16299,Figueroa,Back to the Stars,35.0,0.417,0.569,4.0,-7.56,1.0,0.0303,0.000302,0.606,0.104,0.0352,140.02,366957.0,4.0,1.0
16301,My Thinking Face,Sane! Sane! Sane!,10.0,0.251,0.78,9.0,-5.217,1.0,0.0587,8.07e-06,1.36e-05,0.106,0.411,85.759,132061.0,4.0,10.0
16302,Eashwar Subramanian,Across the River,17.0,0.229,0.158,8.0,-20.951,0.0,0.0408,0.957,0.904,0.105,0.193,79.841,261000.0,4.0,6.0
16303,Filter,Dose,36.0,0.394,0.912,4.0,-7.126,0.0,0.0641,4.44e-05,0.889,0.0368,0.334,158.881,233960.0,4.0,8.0
16305,Emmylou Harris,Two More Bottles of Wine - 2003 Remaster,48.0,0.764,0.736,3.0,-7.571,1.0,0.0333,0.251,0.000294,0.121,0.96,134.336,3.10555,4.0,4.0
16307,Oscar Lang,Antidote to Being Bored,41.0,0.352,0.988,9.0,-2.777,1.0,0.107,1.19e-06,0.234,0.361,0.307,146.011,171493.0,4.0,6.0
16309,Neil Cowley,She Lives in Golden Sands,29.0,0.436,0.277,9.0,-18.604,0.0,0.0306,0.977,0.899,0.0647,0.404,142.184,335768.0,4.0,1.0
16310,Frank Zappa,Muffin Man,47.0,0.412,0.657,6.0,-11.78,1.0,0.0887,0.111,8.83e-05,0.15,0.742,129.119,337733.0,4.0,10.0
16312,Berry Sakharof,◊õ◊õ◊î ◊ñ◊î (◊ú◊ê◊î◊ï◊ë ◊ê◊ï◊™◊ö) - ◊í◊®◊°◊î ◊û◊ï◊ß◊ì◊û◊™,23.0,0.512,0.872,11.0,-6.956,0.0,0.0338,0.0415,0.00225,0.404,0.563,156.487,242965.0,4.0,10.0
16314,Arik Einstein,◊ï◊¢◊ï◊ì ◊ú◊ê ◊ê◊û◊®◊™◊ô ◊î◊õ◊ú - ◊ï◊¢◊ï◊ì ◊ú◊ê ◊ê◊û◊®◊™◊ô ◊î◊õ◊ú - ◊ê◊ï◊°◊£ ◊î◊ß◊ú◊ò◊ï◊™ ◊†◊ì◊ô◊®◊ï◊™,24.0,0.511,0.188,5.0,-14.726,1.0,0.0413,0.959,0.000989,0.135,0.18,72.236,226133.0,4.0,10.0
16316,MY BABY,Electrified,32.0,0.793,0.519,1.0,-11.452,1.0,0.0432,0.122,0.71,0.335,0.307,126.204,398110.0,4.0,2.0
16317,Dio,The Last In Line,55.0,0.295,0.833,9.0,-8.279,0.0,0.0764,0.014,0.0683,0.0816,0.625,172.756,343173.0,4.0,8.0
16320,Ben Abraham,She,46.0,0.444,0.296,8.0,-12.873,1.0,0.0388,0.913,0.00191,0.0957,0.26,138.516,3.55021667,3.0,0.0
16324,The Stone Roses,Fools Gold - Remastered,61.0,0.731,0.875,7.0,-6.393,1.0,0.0457,0.000367,0.858,0.289,0.164,112.78,594453.0,4.0,10.0
16325,Greg Koch,Chief's Blues,23.0,0.432,0.449,4.0,-9.577,0.0,0.0399,0.0151,0.897,0.189,0.474,150.755,428578.0,3.0,2.0
16327,Ike & Tina Turner,River Deep - Mountain High,58.0,0.389,0.745,3.0,-6.998,1.0,0.0384,0.777,0.00159,0.143,0.271,83.037,214880.0,4.0,10.0
16328,Chris Cain,Out Of My Head,26.0,0.33,0.826,9.0,-2.479,0.0,0.0466,0.0123,5.79e-05,0.687,0.456,137.579,200973.0,4.0,2.0
16330,Teni,FOR YOU,58.0,0.724,0.62,7.0,-5.576,1.0,0.101,0.29,3.57e-06,0.105,0.478,107.159,188411.0,4.0,9.0
16332,Blu DeTiger,Figure It Out,62.0,0.747,0.554,8.0,-6.154,0.0,0.289,0.493,0.000425,0.332,0.585,96.988,164318.0,4.0,9.0
16334,Daft Punk,Get Lucky (feat. Pharrell Williams & Nile Rodgers) - Radio Edit,79.0,0.794,0.811,6.0,-8.966,0.0,0.038,0.0426,1.07e-06,0.101,0.862,116.047,248413.0,4.0,9.0
16335,The Avalanches,Frontier Psychiatrist,36.0,0.712,0.908,6.0,-7.414,1.0,0.221,0.128,0.000167,0.383,0.408,98.946,288027.0,4.0,6.0
16336,Robert Cray,Hot,31.0,0.588,0.788,1.0,-3.417,1.0,0.0746,0.373,0.0695,0.301,0.782,79.073,224907.0,4.0,2.0
16337,Frank Zappa,Peaches En Regalia,53.0,0.385,0.689,11.0,-11.616,0.0,0.0294,0.262,0.835,0.0848,0.777,101.894,218893.0,4.0,10.0
16338,Itay Levi,◊ó◊¶◊ô ◊ë◊©◊ë◊ô◊ú◊ô,46.0,0.727,0.53,10.0,-6.599,0.0,0.0939,0.459,2.29e-06,0.102,0.368,93.986,203085.0,4.0,9.0
16342,Surf Curse,Freaks,86.0,0.346,0.944,9.0,-9.874,1.0,0.0485,4.16e-05,0.565,0.0546,0.403,179.63,147036.0,4.0,9.0
16343,Lenny Kravitz,Thinking Of You,50.0,0.636,0.726,9.0,-8.008,1.0,0.0412,0.18,0.00581,0.32,0.563,166.657,384133.0,4.0,10.0
16344,ZZ Top,Just Got Paid,56.0,0.567,0.687,9.0,-10.536,1.0,0.0435,0.29,0.426,0.121,0.625,99.93,267480.0,4.0,10.0
16345,A92,Spin Dat,15.0,0.899,0.49,8.0,-8.563,1.0,0.51,0.115,1.13e-06,0.0954,0.592,141.959,218239.0,4.0,5.0
16346,Nicolas Cage Fighter,Dead Ends,30.0,0.22,0.884,1.0,-7.053,1.0,0.0814,1.7e-06,0.948,0.0768,0.311,83.215,201963.0,4.0,8.0
16347,Honeysuckle Weekends,Ahir Bhairav,15.0,0.597,0.511,3.0,-9.498,1.0,0.0382,0.171,0.0702,0.0909,0.397,155.982,5.665766667,4.0,0.0
16348,Lynyrd Skynyrd,Sweet Home Alabama,17.0,0.597,0.605,7.0,-12.013,1.0,0.0255,0.181,0.000331,0.118,0.886,97.782,4.68578333,4.0,10.0
16349,Free,Songs Of Yesterday,30.0,0.508,0.494,6.0,-11.111,1.0,0.0468,0.117,1.98e-05,0.113,0.548,103.951,215627.0,4.0,2.0
16350,Alexas Lucio,Viaggio privato,47.0,0.568,0.0764,2.0,-22.455,1.0,0.0632,0.962,0.959,0.108,0.345,105.192,1.9903,3.0,7.0
16351,The Beatles,Come Together - Remastered 2009,78.0,0.533,0.376,9.0,-11.913,0.0,0.0393,0.0302,0.248,0.0926,0.187,165.007,259947.0,4.0,10.0
16352,almost monday,broken people,58.0,0.758,0.723,9.0,-3.618,0.0,0.0764,0.0723,0.000656,0.0747,0.589,116.016,202662.0,4.0,9.0
16353,Will Smith,Gettin' Jiggy Wit It,71.0,0.881,0.874,6.0,-4.505,1.0,0.139,0.0175,1.14e-06,0.154,0.858,107.891,227933.0,4.0,5.0
16354,The Killers,Out Of My Mind,49.0,0.626,0.859,11.0,-4.295,0.0,0.0378,0.00213,0.00412,0.081,0.153,100.01,223680.0,4.0,10.0
16355,The Gories,Early in the Morning,22.0,0.629,0.733,1.0,-13.401,1.0,0.0445,0.259,0.000307,0.162,0.847,130.391,160493.0,4.0,2.0
16356,Satellite and the Harpoonist,Satellite Man,20.0,0.556,0.473,10.0,-11.486,0.0,0.0911,0.347,0.00404,0.0979,0.739,127.409,180433.0,4.0,2.0
16358,Aarti Mukherji,Do Naina Aur Ek Kahani,30.0,0.5,0.31,9.0,-13.013,1.0,0.028,0.717,1.81e-06,0.0509,0.387,95.492,5.444,4.0,3.0
16359,ÌöåÏÇ¨AUTO,Age.Of.Aquarius,27.0,0.495,0.677,11.0,-13.135,1.0,0.159,0.0627,0.84,0.103,0.244,170.052,209722.0,4.0,6.0
16360,Chapterhouse,Falling Down,32.0,0.459,0.836,9.0,-7.637,1.0,0.0378,1.77e-05,0.457,0.146,0.547,101.977,236373.0,4.0,10.0
16361,Left Lane Cruiser,Putain!,33.0,0.317,0.955,8.0,-5.196,1.0,0.131,2.83e-06,0.817,0.184,0.408,76.146,228693.0,4.0,8.0
16363,Alma Zohar,◊ê◊í◊ï ◊ò◊®◊ô◊§,15.0,0.561,0.874,3.0,-3.396,1.0,0.0307,0.00412,6.1e-06,0.162,0.685,134.934,242416.0,4.0,9.0
16364,John Mayall & The Bluesbreakers,All Your Love - Mono,33.0,0.28,0.715,2.0,-4.787,0.0,0.029,0.00247,2.04e-05,0.0388,0.738,107.162,215027.0,4.0,2.0
16366,Joe Bonamassa,So Many Roads,48.0,0.29,0.756,5.0,-5.408,0.0,0.039,0.0114,0.148,0.0947,0.546,146.458,425853.0,3.0,2.0
16370,Harry Styles,Falling,86.0,0.567,0.267,4.0,-6.502,1.0,0.0299,0.839,1.46e-06,0.089,0.0592,110.011,240133.0,4.0,9.0
16373,Crystal Lake,Chosen Ones,43.0,0.382,0.702,1.0,-5.102,1.0,0.0315,0.00043,7.95e-05,0.198,0.148,147.867,202754.0,4.0,10.0
16378,Berry Sakharof,◊ê◊ì◊ù,16.0,0.55,0.711,11.0,-8.111,0.0,0.0293,0.207,0.0308,0.131,0.598,80.012,234722.0,4.0,10.0
16379,Witchcraft,An Alternative to Freedom,44.0,0.328,0.738,11.0,-6.356,1.0,0.0343,9.02e-05,0.0193,0.283,0.264,132.121,317600.0,4.0,8.0
16383,John Mayer,Slow Dancing in a Burning Room - Acoustic,56.0,0.611,0.313,4.0,-10.242,1.0,0.0339,0.835,0.000315,0.111,0.378,134.858,232707.0,3.0,9.0
16384,Ballaké Sissoko,Maimouna,37.0,0.54,0.0713,5.0,-20.538,1.0,0.0469,0.977,0.918,0.0806,0.527,96.862,3.570666667,4.0,7.0
16386,Skeletal Family,Promised Land,43.0,0.243,0.808,9.0,-11.592,1.0,0.0592,1.31e-05,0.0706,0.0981,0.225,169.361,291573.0,4.0,10.0
16388,Scissor Sisters,Take Your Mama,56.0,0.758,0.954,8.0,-4.573,1.0,0.108,0.196,4.11e-05,0.0531,0.924,153.973,271907.0,4.0,1.0
16392,Dudu Tassa,◊ô◊ï◊™◊® ◊ë◊®◊ï◊®,20.0,0.606,0.57,4.0,-9.294,0.0,0.0271,0.316,0.000484,0.21,0.346,116.983,266040.0,4.0,10.0
16395,Isasa,Reencuentro,42.0,0.295,0.0991,5.0,-18.472,1.0,0.0735,0.928,0.701,0.272,0.0601,130.594,4.5775,4.0,7.0
16397,NOISY,I Wish I Was A...,47.0,0.607,0.946,1.0,-2.965,1.0,0.15,0.00548,0.00039,0.278,0.653,120.011,195181.0,4.0,10.0
16399,Ozzy Osbourne,Dreamer,65.0,0.493,0.636,1.0,-7.408,1.0,0.0256,0.0629,2.49e-06,0.0921,0.279,79.419,284907.0,4.0,8.0
16400,Flatbush Zombies,Afterlife,60.0,0.736,0.535,1.0,-8.564,1.0,0.0924,0.31,1.13e-06,0.107,0.376,110.014,194747.0,4.0,5.0
16402,The Bright Light Social Hour,Sun King,40.0,0.556,0.683,1.0,-9.149,0.0,0.0374,0.101,0.0577,0.229,0.694,101.006,190135.0,4.0,1.0
16408,Alice Cooper,School's Out,68.0,0.294,0.745,5.0,-9.138,1.0,0.0461,0.05,0.125,0.676,0.347,134.364,210107.0,4.0,10.0
16409,Riverside,We Got Used To Us,45.0,0.562,0.444,7.0,-11.08,0.0,0.0273,0.443,0.0108,0.0943,0.205,140.035,250880.0,4.0,8.0
16410,Feeder,Buck Rogers,58.0,0.484,0.948,5.0,-4.349,1.0,0.054,0.000269,0.00108,0.0733,0.157,120.824,193133.0,4.0,10.0
16413,Run The Jewels,the ground below (feat. Royal Blood) - Royal Jewels Mix,54.0,0.594,0.867,7.0,-6.637,1.0,0.2,0.00526,8.43e-06,0.293,0.531,90.062,173132.0,4.0,10.0
16414,Perturbator,Future Club,57.0,0.448,0.955,5.0,-2.945,0.0,0.0441,0.00108,0.837,0.371,0.39,99.994,289187.0,4.0,6.0
16415,Maggie Rose,Body on Fire,47.0,0.533,0.877,1.0,-4.299,1.0,0.0366,0.0951,1.94e-06,0.143,0.601,160.003,3.683233333,4.0,4.0
16416,Primal Fear,I Am Alive,47.0,0.517,0.98,7.0,-4.011,1.0,0.102,1.97e-06,0.00191,0.0758,0.0422,110.023,274827.0,4.0,8.0
16418,Sikkil Gurucharan,Bho Shambho,24.0,0.356,0.676,7.0,-7.645,1.0,0.103,0.631,1.08e-05,0.0992,0.518,167.62,5.7,4.0,0.0
16420,Ten Thousand Crows,The Empress,34.0,0.275,0.945,7.0,-2.749,1.0,0.105,1.93e-05,0.0629,0.407,0.0862,105.51,236670.0,4.0,8.0
16422,Vistas,Everything Changes in the End,45.0,0.438,0.908,11.0,-4.816,1.0,0.0342,2.69e-05,0.00203,0.61,0.465,158.963,197670.0,4.0,6.0
16423,Night Demon,Kill the Pain,34.0,0.24,0.902,8.0,-8.427,1.0,0.0863,0.00175,0.428,0.0829,0.443,110.692,258626.0,3.0,8.0
16424,Dua Saleh,umbrellar,41.0,0.293,0.85,1.0,-6.05,1.0,0.066,0.557,0.0304,0.234,0.367,129.634,155763.0,4.0,6.0
16425,AC/DC,Whole Lotta Rosie,64.0,0.292,0.838,9.0,-4.459,1.0,0.078,0.0014,0.479,0.0953,0.423,159.176,5.56333333,4.0,10.0
16426,Stone Temple Pilots,Creep,58.0,0.66,0.567,4.0,-6.318,0.0,0.0289,0.00428,0.0137,0.11,0.182,107.754,332627.0,4.0,10.0
16427,Skrillex,Butterflies (with Starrah & Four Tet),68.0,0.738,0.844,2.0,-5.743,0.0,0.14,0.00536,0.0119,0.397,0.243,128.005,195938.0,4.0,6.0
16429,Slim Flock,The Feds Watching,32.0,0.536,0.628,1.0,-9.24,1.0,0.209,0.00944,0.000502,0.177,0.188,113.194,180500.0,5.0,5.0
16430,Dream Theater,To Tame a Land,34.0,0.22,0.903,2.0,-4.643,1.0,0.0546,0.00566,0.00544,0.12,0.257,94.232,435853.0,4.0,8.0
16431,Devon Gilfillian,Unchained,49.0,0.385,0.832,7.0,-4.9,0.0,0.0891,0.0313,0.000717,0.132,0.673,179.839,244536.0,4.0,9.0
16432,Emma-Jean Thackray,Open - Remix (feat. Blu),41.0,0.431,0.683,1.0,-6.873,1.0,0.0908,0.386,1.48e-05,0.556,0.724,78.391,182757.0,3.0,5.0
16433,Sleep Waker,Distance,41.0,0.476,0.849,3.0,-6.944,1.0,0.0435,0.000696,0.02,0.261,0.535,148.062,219757.0,4.0,10.0
16434,Richie Kotzen,Venom,42.0,0.471,0.886,8.0,-3.627,1.0,0.0496,0.00261,0.0942,0.124,0.473,100.025,236719.0,4.0,10.0
16435,Coldplay,In My Place,71.0,0.424,0.588,9.0,-5.455,1.0,0.0278,0.0553,4.95e-06,0.298,0.193,144.636,226680.0,4.0,10.0
16436,Idan Rafael Haviv,◊†◊©◊û◊î ◊©◊ú◊ô,53.0,0.601,0.444,1.0,-9.058,0.0,0.0305,0.423,2.06e-06,0.0968,0.304,82.004,220053.0,4.0,9.0
16437,DJ Counselling,Cool Air,47.0,0.76,0.682,4.0,-8.906,0.0,0.134,0.209,0.877,0.0719,0.216,122.018,270506.0,4.0,6.0
16438,Mumford & Sons,Little Lion Man,69.0,0.517,0.492,5.0,-8.05,1.0,0.0272,0.0275,3.19e-05,0.0873,0.455,138.585,245173.0,4.0,6.0
16439,The Edgar Winter Group,Frankenstein,47.0,0.628,0.669,2.0,-14.636,0.0,0.0932,0.0901,0.898,0.237,0.5,96.152,284293.0,4.0,10.0
16440,Fangclub,Bad Words,32.0,0.409,0.679,2.0,-5.824,1.0,0.0307,3.03e-06,0.0141,0.111,0.236,84.988,267080.0,4.0,10.0
16441,Pan Daijing,Dust,26.0,0.43,0.163,7.0,-14.413,1.0,0.0539,0.759,0.48,0.0946,0.0635,115.219,239321.0,5.0,6.0
16442,The Rakes,1989,40.0,0.492,0.942,6.0,-1.574,0.0,0.0757,0.00302,0.112,0.0531,0.845,168.026,180640.0,4.0,1.0
16445,Tenacious D,Tribute,68.0,0.365,0.767,9.0,-6.185,0.0,0.0681,0.181,0.000856,0.0942,0.422,94.174,248053.0,4.0,10.0
16446,Orgy,Blue Monday,62.0,0.589,0.696,8.0,-8.109,1.0,0.034,8.65e-05,3.43e-05,0.0779,0.938,129.833,267000.0,4.0,8.0
16447,Ida Mae,Click Click Domino (feat. Marcus King),47.0,0.465,0.751,2.0,-5.801,1.0,0.126,0.279,0.00764,0.208,0.618,149.501,203100.0,4.0,10.0
16448,Weeekly,After School,83.0,0.634,0.928,1.0,-1.609,1.0,0.0514,0.00719,2.55e-06,0.0626,0.738,164.007,205373.0,4.0,9.0
16449,Green Day,Revolution Radio,58.0,0.419,0.971,7.0,-3.622,1.0,0.0909,4.63e-05,1.43e-05,0.171,0.677,180.033,180853.0,4.0,10.0
16450,El Ten Eleven,My Only Swerving,51.0,0.521,0.627,4.0,-11.863,1.0,0.0471,0.109,0.829,0.122,0.139,171.84,314587.0,4.0,10.0
16451,Julien Baker,Faith Healer,57.0,0.4,0.628,4.0,-6.801,1.0,0.034,0.169,0.00126,0.129,0.399,155.757,174773.0,3.0,1.0
16452,Medium Build,Rabbit,33.0,0.732,0.72,2.0,-8.347,1.0,0.0274,0.384,0.00454,0.174,0.739,115.017,207248.0,4.0,9.0
16453,Monster Magnet,Unbroken (Hotel Baby),42.0,0.414,0.986,6.0,-3.664,1.0,0.0684,0.0015,1.53e-06,0.687,0.518,125.097,222067.0,4.0,10.0
16454,Sleep Waker,Distance,41.0,0.476,0.849,3.0,-6.944,1.0,0.0435,0.000696,0.02,0.261,0.535,148.062,219757.0,4.0,8.0
16455,Limp Bizkit,Take A Look Around,72.0,0.425,0.852,11.0,-5.607,1.0,0.046,0.0175,0.306,0.0935,0.512,101.968,321040.0,4.0,8.0
16457,Money Man,24 (feat. Lil Baby),75.0,0.868,0.638,2.0,-7.746,1.0,0.0736,0.146,0.0565,0.0931,0.459,126.03,182857.0,4.0,5.0
16458,The Charlatans,The Only One I Know,60.0,0.546,0.572,5.0,-13.104,1.0,0.0319,0.0701,0.000731,0.079,0.529,113.312,238120.0,4.0,1.0
16461,Stanley Turrentine,Stolen Sweets,33.0,0.451,0.414,3.0,-10.857,1.0,0.0355,0.712,9.33e-05,0.0821,0.764,165.617,6.21,4.0,7.0
16462,John Moulder,Soul in Twilight,42.0,0.4,0.144,10.0,-15.52,1.0,0.037,0.958,0.878,0.119,0.146,120.329,6.077116667,4.0,7.0
16463,K.Flay,Break Stuff,43.0,0.663,0.68,2.0,-6.837,1.0,0.045,0.145,4.96e-05,0.112,0.548,91.988,182772.0,4.0,10.0
16466,Taletta,Nancy Knew,31.0,0.447,0.551,9.0,-9.418,1.0,0.038,0.452,0.00564,0.116,0.362,177.875,177213.0,4.0,1.0
16469,Wheatus,Teenage Dirtbag,72.0,0.625,0.85,4.0,-3.904,1.0,0.0495,0.346,0.000233,0.174,0.633,94.661,241667.0,4.0,10.0
16470,The Cardigans,My Favourite Game,67.0,0.586,0.777,5.0,-6.185,0.0,0.0303,4.78e-05,0.00147,0.0729,0.424,143.339,220468.0,4.0,1.0
16471,Saylee Talwalkar,Shiv Taandav,34.0,0.339,0.873,5.0,-5.668,1.0,0.211,0.154,0.00127,0.104,0.0711,81.062,5.901433333,4.0,0.0
16474,The Steel Woods,I Need You (feat. Ashley Monroe),46.0,0.5,0.511,7.0,-6.457,1.0,0.0329,0.011,0.0281,0.0999,0.385,121.071,429489.0,3.0,10.0
16475,Mohammed Rafi,Jangal Mein More Nacha,8.0,0.793,0.52,3.0,-7.624,1.0,0.0469,0.852,0.00173,0.0423,0.973,118.143,3.115533333,4.0,3.0
16477,Jane Lee Hooker,Later On,26.0,0.401,0.693,9.0,-3.9,1.0,0.0318,0.293,0.000805,0.0983,0.346,122.678,338587.0,3.0,2.0
16478,Welshly Arms,Indestructible,53.0,0.674,0.611,2.0,-6.322,0.0,0.0363,0.0415,1.13e-06,0.0726,0.782,175.929,226413.0,4.0,2.0
16479,Van Halen,Mean Street - 2015 Remaster,53.0,0.481,0.902,1.0,-7.43,1.0,0.0681,0.00585,0.000121,0.0722,0.608,102.315,300491.0,4.0,10.0
16480,The Vines,Ride,44.0,0.593,0.938,9.0,-3.075,1.0,0.0426,0.00189,0.000158,0.0424,0.657,125.925,156213.0,4.0,10.0
16481,Poolside,Losing Control - Satin Jackets Remix,4.0,0.686,0.582,11.0,-6.038,0.0,0.0321,0.124,0.242,0.21,0.733,102.029,214400.0,4.0,6.0
16482,Zinoleesky,Kilofese - Remix,53.0,0.949,0.732,2.0,-6.407,1.0,0.0647,0.0611,2.64e-06,0.0824,0.645,112.004,216429.0,4.0,9.0
16485,Lazy Lester,I Made up My Mind,32.0,0.632,0.554,7.0,-10.513,1.0,0.0455,0.535,0.131,0.7,0.706,131.462,263059.0,4.0,2.0
16487,Immortal,Withstand The Fall Of Time,42.0,0.159,0.964,4.0,-4.452,0.0,0.0871,1.11e-06,0.302,0.0819,0.0567,133.026,509640.0,4.0,8.0
16488,Songhoy Blues,Worry,45.0,0.349,0.827,7.0,-6.915,1.0,0.0473,0.0431,0.0048,0.217,0.854,96.186,185160.0,4.0,2.0
16489,The Presets,Are You The One? - Simian Mobile Disco Remix,13.0,0.741,0.863,11.0,-4.875,0.0,0.0563,0.000279,0.268,0.0668,0.817,126.971,320667.0,4.0,1.0
